"","purchaseId","customer","n_items","value","region","office","predictor","profit"
"4328",4328,28,4,574.412555410974,"NA",3,87349.0379540878,40.1007184244303
"4329",4329,20,12,1792.74681760045,"NA",3,61985.8341296373,180.736099138594
"4330",4330,65,8,1329.50451940193,"EU",4,4704.67352629406,161.428552503871
"4335",4335,52,5,403.031185445818,"Asia",2,65650.0575652581,-251.829937909502
"4336",4336,14,9,1055.28147603793,"SA",3,89879.9238372738,-140.038926483431
"4337",4337,80,5,909.037595476726,"EU",4,66749.628027118,172.466180227348
"4339",4339,13,9,1302.53123549807,"EU",2,42439.2764989114,142.290389486809
"4342",4342,21,11,877.885939592191,"EU",1,44762.4229708097,-372.066902191187
"4349",4349,39,10,1485.8998905481,"NA",3,52874.47193079,110.123512409573
"4350",4350,2,3,399.945796695118,"SA",4,95899.3394192182,-25.1085189493837
"4351",4351,49,13,2240.93719473684,"Asia",4,10307.1499631864,453.202295910609
"4352",4352,94,11,1088.46874171922,"EU",3,82449.6927385333,-342.784164365043
"4355",4355,62,8,687.571354441294,"NA",1,47697.903744445,-180.564651875455
"4356",4356,89,9,1372.02027939767,"Asia",2,78936.4154853083,105.016506314724
"4359",4359,81,6,1027.01012545781,"Asia",1,76402.3982941092,393.111220731114
"4361",4361,93,10,1439.18676780553,"Asia",3,78659.3494640852,78.2904118840697
"4363",4363,57,7,778.196911722462,"Asia",3,16758.7470752411,-222.0565883374
"4364",4364,92,9,1449.72489212185,"Asia",2,81145.4384809134,262.502680180372
"4365",4365,77,4,425.687449047935,"EU",2,88283.6506953829,-207.435219976476
"4368",4368,44,11,1080.95159865241,"EU",3,47569.2115485412,-363.483255854571
"4369",4369,63,7,1166.57790704821,"NA",1,66703.762315813,330.533635774264
"4370",4370,24,13,1265.21146689654,"NA",4,50040.4721956216,-455.764998865963
"4371",4371,21,12,1216.89229929725,"EU",2,56223.2444542204,-362.560058498738
"4372",4372,7,7,1099.89953694467,"EU",3,45024.2585510672,168.632747111521
"4374",4374,22,13,2065.60725778229,"SA",4,49144.2221567554,369.057652716112
"4375",4375,62,7,731.417009846507,"Asia",1,60729.3346125763,-82.4001864794905
"4377",4377,34,8,1191.36737835044,"NA",1,80398.7781899606,342.798038954842
"4379",4379,74,14,2310.56251633027,"SA",4,94938.1796865386,460.042261211787
"4381",4381,70,11,1759.62725825923,"EU",3,54642.0469457482,244.858479911613
"4382",4382,70,11,891.549118735197,"EU",3,93278.7922598224,-517.273894896228
"4383",4383,47,12,1804.73216553511,"Asia",3,42670.1234452953,116.581315464472
"4384",4384,56,5,831.594771104002,"NA",2,88976.405387342,104.97515012501
"4386",4386,35,8,646.00187969241,"Asia",3,55275.2726528272,-423.321001122036
"4390",4390,59,6,680.650151126684,"Asia",2,98475.4179303325,-190.784967631002
"4391",4391,88,9,1439.20722803502,"Asia",1,97074.8293740051,450.630894601794
"4392",4392,95,11,995.344125389506,"NA",4,41577.8155039446,-529.888082328493
"4394",4394,73,13,1565.21308682358,"EU",2,13203.5232631776,-208.494360142219
"4396",4396,55,5,869.514916243705,"Asia",1,10274.9081309054,320.170499051818
"4398",4398,36,7,1099.57513439127,"EU",3,46216.3334022614,188.273785157606
"4399",4399,15,10,1381.87619631323,"EU",3,59466.7628166368,97.9100871478045
"4402",4402,31,5,465.968022497593,"EU",1,4436.42892756569,-14.1857305195929
"4403",4403,33,6,721.358510871586,"NA",2,31244.3871634011,-126.459505340181
"4404",4404,60,7,902.678140198435,"Asia",3,23082.6070997072,-16.1517361883572
"4405",4405,84,7,800.291236832424,"NA",3,78033.3079540702,-124.063344984322
"4406",4406,41,9,1027.3275832427,"Asia",4,17837.5370511683,-222.012352787396
"4407",4407,38,8,1419.17237763317,"NA",4,67514.2459003769,286.994207665653
"4408",4408,44,11,1898.68456276876,"Asia",4,91781.4965069576,364.857693288271
"4410",4410,39,8,808.227812480153,"Asia",3,62776.7216026259,-345.137039127233
"4412",4412,96,13,2175.71111786188,"NA",3,27464.697740138,499.797512523669
"4414",4414,10,7,842.156357554897,"Asia",4,45417.0925848233,-157.167330740034
"4417",4417,72,13,2091.74498444587,"NA",4,38044.9014873204,298.614742770563
"4418",4418,29,4,587.096913476307,"Asia",2,29168.0153763739,-3.82796715076472
"4419",4419,66,9,760.03935287781,"SA",3,83961.4973508487,-412.404022640493
"4421",4421,54,4,654.820006926893,"Asia",3,19962.4597817443,7.98059640815336
"4423",4423,83,6,780.886014518329,"NA",2,14890.8948839034,-46.1400147950677
"4424",4424,33,6,547.86381990568,"NA",2,48109.7355675716,-303.219764569384
"4425",4425,46,12,985.437273790413,"Asia",2,84506.4175409982,-645.758922087626
"4426",4426,81,6,573.135786002953,"Asia",2,93240.4099532494,-224.109066544899
"4430",4430,19,11,1182.18781903304,"Asia",3,3739.5586226075,-239.713683436525
"4431",4431,6,6,570.786910398672,"Asia",2,45744.5622576317,-229.479987840607
"4432",4432,68,11,949.656808442103,"NA",2,38271.8629249292,-517.695379157135
"4433",4433,63,8,747.797298909385,"Asia",2,34807.9089067751,-324.833545343767
"4435",4435,56,5,977.563995768428,"NA",3,27025.0011173619,205.040776166771
"4436",4436,26,3,348.721908239226,"Asia",1,88078.6915335744,71.0617172842665
"4439",4439,28,5,699.555635215713,"Asia",1,63145.8222122085,168.631735557013
"4441",4441,32,7,1050.34430379231,"Asia",3,3397.36169738858,42.528001786814
"4443",4443,29,5,912.571391430727,"Asia",1,23102.6792054905,403.569248472565
"4444",4444,29,5,470.331912617711,"Asia",3,48633.0478232384,-183.28544150862
"4445",4445,65,9,1260.68268913509,"NA",2,36060.9404693618,5.13102820040103
"4447",4447,95,11,1830.34391802279,"NA",4,31221.3919679672,365.850036567461
"4449",4449,68,11,1683.0408957254,"NA",1,18339.4251437418,394.530027917189
"4454",4454,99,13,1642.63549046295,"Asia",3,99097.6642922417,-150.644832844937
"4456",4456,73,12,1329.63473059797,"EU",3,75011.7552321001,-332.240107427883
"4457",4457,5,5,720.295006010573,"NA",3,85296.8311850822,-3.41098071857823
"4461",4461,65,10,1377.48166586449,"NA",1,41478.1346008808,251.63822230251
"4466",4466,50,4,477.020837410974,"Asia",2,41182.9963526891,-55.2188149529038
"4474",4474,10,7,1137.64231925649,"EU",4,64479.9871551676,130.699851086894
"4477",4477,68,10,1438.80582921305,"NA",2,69836.6210586322,98.8186807648517
"4478",4478,97,13,2208.38444140303,"NA",1,32332.9902009009,690.710627213478
"4479",4479,34,6,603.186287561427,"SA",1,95619.1573169539,20.6203284366036
"4480",4480,74,12,1317.02337191021,"Asia",4,9096.09704317991,-275.14392728002
"4481",4481,94,11,1713.40027580343,"Asia",3,90041.667409511,205.33432266673
"4484",4484,83,6,574.762552669035,"EU",2,67022.0790651713,-330.512781058014
"4486",4486,30,6,759.175914874389,"Asia",3,48355.8142354768,-24.1250889326164
"4487",4487,38,9,1296.69704351411,"EU",2,76960.9702095492,58.6263108351477
"4489",4489,9,7,1309.27052277031,"NA",1,36449.316120273,497.802316023075
"4491",4491,40,10,823.876192790853,"NA",2,29374.6014726015,-517.528478837261
"4495",4495,15,9,1003.50934266369,"EU",3,99562.5318212102,-201.470079664182
"4496",4496,16,10,849.543448436027,"Asia",3,34475.6342628915,-524.123766653887
"4497",4497,11,8,1282.19616315159,"NA",4,49038.5988930131,237.259404112035
"4498",4498,18,10,1224.11661377196,"EU",2,21474.4489803482,-115.343621589075
"4499",4499,9,7,898.837917469485,"Asia",2,1268.09690499399,-64.1196788816613
"4500",4500,42,10,1638.04363326314,"Asia",3,22861.9573117679,284.915825907799
"4501",4501,61,7,997.568974781764,"EU",1,98686.6092542235,215.734683417339
"4508",4508,91,9,1528.74894309288,"Asia",3,82612.1854591579,260.896988298924
"4510",4510,45,11,1049.74117275857,"Asia",2,505.671738960547,-403.545890669019
"4511",4511,22,12,1404.7255252592,"Asia",3,71348.0065334144,-149.706233297402
"4512",4512,14,9,1126.96852565628,"EU",2,83181.081051949,-43.4861646869199
"4513",4513,16,10,1425.48645178924,"Asia",3,67451.8625800477,123.482985855041
"4515",4515,48,13,2262.6523911516,"EU",1,89743.0522196721,699.232550726601
"4516",4516,64,10,960.863033497166,"Asia",4,33528.8237160039,-463.404658293095
"4517",4517,37,7,920.270912788354,"Asia",2,69988.0786484226,-52.8444990917035
"4518",4518,10,6,934.698170954989,"Asia",3,91427.1305537259,57.7222893272382
"4520",4520,6,6,1061.59265650928,"Asia",3,65454.8062731894,218.302606446244
"4521",4521,80,4,666.047956936366,"SA",1,37780.6125951041,226.877494486967
"4522",4522,71,11,1106.49577000888,"SA",3,65165.0548573157,-420.31865114981
"4523",4523,55,5,732.558468668744,"Asia",3,28019.7401878629,27.9195814786158
"4524",4524,45,12,1749.84504627466,"SA",3,75265.2542082639,127.866690589494
"4525",4525,91,10,1609.68746576691,"Asia",2,48061.6544249975,234.972636965671
"4526",4526,73,12,981.564113697386,"SA",3,3832.39544421039,-578.762446865737
"4527",4527,66,10,930.026252899854,"NA",2,40790.8209436715,-417.489389245217
"4529",4529,62,8,738.116995189556,"Asia",3,59538.864623677,-350.118542978748
"4532",4532,44,11,1113.7621811721,"Asia",2,64866.6983164523,-350.860738461652
"4533",4533,70,12,1939.81905114753,"EU",4,53726.8116436747,329.611606226855
"4534",4534,88,9,1525.194207843,"Asia",2,95165.6886897795,341.54946910743
"4535",4535,37,9,1293.8550871156,"SA",2,68358.8685653151,117.512354551349
"4537",4537,38,8,725.823421417487,"SA",1,21260.9378482543,-107.345360444018
"4538",4538,73,12,1757.4605547272,"Asia",2,99888.8690403756,170.937799047638
"4539",4539,31,6,722.75360562057,"EU",3,55692.0299123994,-107.551773684816
"4542",4542,34,7,964.188095904748,"NA",3,59066.1366478025,-13.940168468883
"4543",4543,38,9,781.446887706124,"NA",3,9753.97111986321,-440.457988227532
"4544",4544,33,7,759.814163397713,"Asia",3,3272.83491646056,-154.631421514965
"4546",4546,30,6,509.868001066278,"Asia",2,12638.6776258007,-322.025208336931
"4547",4547,89,10,1570.24918426756,"NA",2,87388.8647508121,184.010542337965
"4548",4548,32,6,818.32978968586,"EU",2,53179.5146256681,-80.7850656735523
"4549",4549,4,5,539.27263981054,"SA",1,30943.7754009096,82.2458974543938
"4550",4550,96,12,1293.77277593676,"EU",3,26803.8496775343,-375.710907898382
"4551",4551,57,5,575.919061837616,"NA",4,28970.7284430612,-183.9165034748
"4552",4552,77,4,364.753163604464,"NA",1,3841.07509754389,-14.6013182652521
"4556",4556,28,4,430.732339173133,"EU",2,20306.4772381266,-166.624835420506
"4557",4557,1,5,944.580245686284,"Asia",2,16210.6487087386,215.846395063571
"4559",4559,19,12,1260.82995879676,"EU",2,21751.7296459952,-375.738734895182
"4560",4560,16,10,1554.96378779232,"NA",3,38725.7896185312,143.477495705127
"4561",4561,18,9,1012.55985604268,"NA",3,93788.3871558965,-255.315713319512
"4563",4563,60,7,1283.83561253101,"Asia",2,64763.2034294719,271.039301426007
"4565",4565,52,4,502.882126693916,"Asia",3,61862.8242950323,-131.534269252929
"4566",4566,18,11,1166.23566987981,"EU",4,54336.9227609597,-266.26283952877
"4567",4567,66,9,1097.89417556566,"Asia",2,55371.145858339,-169.170122391786
"4571",4571,22,11,1415.97112020408,"SA",4,79970.0458250795,-52.4679408495729
"4573",4573,63,9,1077.10363084018,"EU",1,64060.4910429907,26.9977632327523
"4574",4574,89,9,1020.19148240599,"NA",1,83559.3763543814,11.0882887594577
"4575",4575,26,4,401.5947791491,"Asia",2,91363.2755954638,-239.692020385793
"4577",4577,77,5,809.520813393922,"EU",1,76030.6391809734,249.016356484757
"4578",4578,41,10,1377.97813712555,"Asia",4,27000.0258102373,42.3115510031712
"4583",4583,74,12,1993.03960104459,"Asia",4,50146.0960880003,408.951871351005
"4586",4586,3,5,662.045639164688,"EU",1,85864.7851503175,159.759451530061
"4589",4589,34,6,918.93489313789,"NA",4,41190.4973825247,42.4472996927478
"4590",4590,32,7,1198.49498412814,"EU",1,40649.7617691213,440.570525783657
"4592",4592,75,4,633.323491843603,"Asia",2,18163.390639357,45.8855528407851
"4593",4593,34,7,906.009804910237,"Asia",3,63570.6657155869,-41.6244537063254
"4594",4594,56,6,706.262835538285,"Asia",2,1960.86396013666,-142.466601080058
"4595",4595,36,9,1100.44573555942,"EU",3,72240.0173507289,-63.3177776710845
"4597",4597,86,7,1045.73020409484,"NA",3,78455.771486409,49.3840237609162
"4604",4604,77,3,636.358802901517,"Asia",2,65183.5906221773,131.33819731105
"4605",4605,81,6,1079.26108370905,"NA",2,21093.1150355721,192.221035713261
"4606",4606,81,6,539.091460973021,"Asia",2,30650.5571015719,-333.628202042444
"4609",4609,76,4,614.639937537748,"EU",3,50391.0746421155,-17.9597111685089
"4610",4610,41,11,1862.10409511513,"NA",3,90746.0991632526,422.715634860193
"4611",4611,71,13,2093.96471633045,"EU",1,84083.5067920312,590.562832188944
"4613",4613,97,11,1321.63479750683,"SA",2,33207.16234133,-118.914263855663
"4615",4615,91,9,1447.36458869889,"Asia",1,73981.8240453203,397.690652787512
"4617",4617,57,7,953.067076294446,"EU",1,42522.0130419319,235.480525817467
"4619",4619,7,7,1224.31302525569,"EU",2,67139.733755392,257.034321342527
"4620",4620,35,8,853.453657494304,"EU",3,5117.16206496698,-234.52603232351
"4622",4622,83,5,450.946507233007,"Asia",2,27630.5967622991,-247.215097795658
"4623",4623,48,13,1772.47840810526,"NA",3,15776.9459482643,39.3075355679803
"4624",4624,36,9,824.672441723096,"SA",2,70806.3330642739,-342.918692852359
"4625",4625,13,8,1332.89430099482,"Asia",2,39325.6087929646,266.332236452249
"4628",4628,60,7,661.939937900905,"Asia",4,47074.7447653881,-341.112004071273
"4632",4632,41,8,904.444835968852,"Asia",2,59980.716025946,-231.074279381369
"4635",4635,6,5,838.244436749516,"Asia",2,34337.2284463886,86.1548674646514
"4636",4636,38,9,1415.76021970987,"SA",3,80608.3727306994,227.507438879137
"4637",4637,28,5,699.756210145806,"Asia",2,98568.0107944265,7.01220664958851
"4639",4639,22,12,1517.69416170327,"EU",2,50287.602712007,-94.1064758600633
"4640",4640,16,8,1224.10296047677,"EU",1,3405.99590263492,287.227401629476
"4641",4641,84,7,569.309972151853,"SA",3,35889.5540097677,-328.735439367694
"4642",4642,7,6,710.271696192266,"EU",3,51332.5194742132,-98.037349481542
"4644",4644,91,9,1287.46079562695,"Asia",3,29109.6845027218,28.4705859456415
"4647",4647,29,5,874.869154878469,"NA",2,6131.98381165671,188.097795023368
"4648",4648,26,3,497.986415307483,"EU",2,45743.2424004776,-2.82626841940873
"4652",4652,50,2,286.829037155877,"Asia",2,22056.5783250381,-79.4582128990208
"4654",4654,68,10,1477.78170868679,"NA",2,57047.7647456944,58.4671417957222
"4655",4655,92,10,1149.31125714951,"Asia",2,44757.1771393195,-205.677654404426
"4657",4657,47,12,1254.88284119941,"SA",3,48426.1552085336,-315.683324974457
"4658",4658,78,5,755.237117907345,"Asia",2,83427.8070291365,54.936722303587
"4659",4659,17,10,1624.64037764651,"NA",1,4396.07731253584,466.068640891941
"4661",4661,92,11,1644.07443892192,"NA",3,23815.520508437,205.828509161308
"4662",4662,6,5,920.977916533641,"SA",3,49396.7603203102,160.379240942794
"4664",4664,86,9,1207.25237712611,"NA",4,96642.1264714482,-1.02457852582666
"4665",4665,31,6,947.526107064732,"EU",2,24826.2672008201,70.4730079926227
"4666",4666,90,9,903.187812660475,"NA",2,10367.8383632284,-376.759217578589
"4669",4669,88,8,1411.41892695256,"EU",3,99905.7172888904,298.603577996905
"4670",4670,55,5,468.601307665932,"Asia",3,39474.0776588023,-209.70530988538
"4672",4672,58,7,1013.2575898795,"EU",3,16711.2186670876,69.4560066458143
"4673",4673,54,5,560.68282480447,"EU",3,18842.2220816442,-116.346609829909
"4675",4675,79,6,972.929530221654,"NA",2,95499.0487327036,142.53646694274
"4676",4676,54,4,713.165749828487,"EU",4,93349.7339299328,144.657468898017
"4677",4677,10,6,921.612004314004,"NA",1,4773.54262858978,227.733932045412
"4678",4678,94,9,977.207240207389,"EU",3,4125.40280109434,-266.090261089926
"4681",4681,69,10,1010.52661694968,"Asia",3,72477.9870275015,-354.164896520031
"4682",4682,25,3,402.385108540105,"EU",3,46532.7667568112,-48.7854863220354
"4685",4685,73,13,1285.16923510172,"NA",3,38724.3931142958,-436.853769994044
"4687",4687,55,6,685.427337317524,"NA",1,67849.3644257183,54.2060755492246
"4690",4690,85,7,886.668782748904,"SA",2,66091.1245922155,-72.7573567448896
"4691",4691,78,5,871.045168206567,"SA",3,32416.389769115,199.455078029881
"4695",4695,10,9,1018.66292274088,"EU",3,41653.9720160966,-183.16771400178
"4697",4697,19,10,1528.37828089441,"Asia",1,27805.9869143211,300.799204945857
"4698",4698,94,12,1715.88952274571,"Asia",2,2550.5012729459,168.539724808636
"4699",4699,44,9,1144.55904546354,"Asia",2,96016.3895474353,-148.426763141458
"4700",4700,25,3,383.359280928088,"NA",1,1465.09450255916,65.0776097281262
"4702",4702,64,9,1252.38463149206,"NA",2,32992.4449024515,-34.0111110728878
"4703",4703,87,7,1167.27892076299,"Asia",3,42641.7384606237,171.252420636245
"4704",4704,61,7,857.574952242645,"EU",4,57757.6779298985,-103.153058127379
"4705",4705,98,12,1353.39014087089,"NA",3,19914.7252972489,-255.052503134722
"4707",4707,53,5,624.475109595069,"SA",3,616.300089715049,-118.790856445986
"4709",4709,58,5,890.739496763663,"Asia",3,13593.3245684293,119.722957302333
"4710",4710,81,6,800.336699341365,"Asia",4,2476.63788687182,0.175133598996013
"4712",4712,73,13,2028.20766410242,"Asia",1,30355.3848371634,480.385170483537
"4713",4713,71,11,1593.31405351286,"SA",3,80077.0947431624,51.5160339883896
"4714",4714,83,8,1301.78361393584,"Asia",3,48707.951695771,266.090803748186
"4715",4715,2,4,402.305598002043,"EU",3,35503.7658730564,-239.336381399962
"4718",4718,31,7,1179.57955399511,"Asia",2,72368.0157415357,253.600380143922
"4720",4720,60,8,668.951123664943,"NA",3,94188.9744889678,-432.13297356958
"4725",4725,11,7,981.755593461165,"Asia",3,96557.9235058492,-20.5088967076547
"4728",4728,97,13,1264.85177509826,"Asia",1,92270.6574354807,-244.858220159501
"4729",4729,21,12,1067.05053952853,"NA",3,81490.8015219786,-561.482593598855
"4730",4730,49,13,2251.21500374755,"Asia",1,60750.2547954982,679.031855302158
"4732",4732,57,7,847.908164728008,"Asia",4,53082.3424244192,-67.1125526842752
"4733",4733,31,5,533.055293117219,"Asia",3,19800.1800524625,-245.24804867329
"4734",4734,34,7,854.934387711634,"Asia",4,59457.014737447,-77.0902873056217
"4735",4735,1,4,374.829069310265,"EU",2,74813.33079277,-226.602450569262
"4736",4736,63,9,1490.92590210283,"EU",3,23750.9978451321,244.187265174681
"4737",4737,81,6,512.143171343704,"Asia",3,18711.1965502126,-339.923546262642
"4739",4739,23,12,2153.95286752127,"EU",2,67367.9574251468,485.256372926402
"4742",4742,13,8,1137.83085194085,"Asia",2,89021.8492137396,94.0786532009652
"4744",4744,65,9,1257.23732353032,"Asia",2,20014.5606353343,66.4776715985026
"4747",4747,98,12,1351.30780750157,"Asia",4,20977.219619385,-246.844009326519
"4751",4751,56,6,1011.32663179526,"Asia",4,74694.9208074943,220.086332231619
"4752",4752,78,5,628.707382848989,"EU",3,47898.5656871684,-108.763389343444
"4754",4754,53,5,725.51930242047,"Asia",4,53753.5696007959,-4.69469664756048
"4755",4755,94,12,996.675959621865,"Asia",3,63203.6786283196,-550.644120456918
"4758",4758,44,11,1523.08996510537,"Asia",2,91345.0786656495,7.1919901613901
"4759",4759,3,5,836.269544616466,"NA",3,42566.6001299776,119.189963361304
"4762",4762,21,12,983.407931273939,"NA",1,76200.5479956642,-355.600788149779
"4763",4763,26,4,723.807421899702,"NA",3,72607.4839479115,81.1269830237696
"4764",4764,47,10,1100.69961225248,"NA",4,61747.435699522,-323.920578199645
"4766",4766,56,6,965.080293798806,"Asia",1,1954.54588440573,364.933460050763
"4767",4767,59,5,865.511975030584,"EU",2,27186.710300857,116.123076838531
"4768",4768,34,8,1150.27476444413,"Asia",2,75580.6475187291,-11.4138791751379
"4769",4769,34,6,948.29217426473,"EU",3,92467.1174557486,52.4176225669046
"4776",4776,49,13,2198.54228903548,"EU",1,52846.3776788358,686.218376927629
"4777",4777,25,2,299.13879396594,"SA",1,67367.6665061668,133.843634900024
"4778",4778,99,13,2144.14081756285,"Asia",2,70910.5057843288,436.808675500395
"4779",4779,52,4,657.708114372571,"Asia",1,47586.4395633212,220.371467176161
"4780",4780,48,12,954.845823494014,"SA",3,78133.0849919454,-603.03143864414
"4781",4781,30,5,553.77439477339,"SA",2,16170.6032163778,-208.900681744905
"4783",4783,47,12,1181.12298793607,"NA",1,85409.4072611087,-223.008157442792
"4784",4784,70,12,1813.51859858999,"Asia",3,16221.7241887199,170.655341835383
"4787",4787,9,8,753.958560897848,"Asia",4,29730.8981546382,-328.916992815847
"4788",4788,88,7,642.239259369555,"EU",1,77498.3267623291,-186.562525130498
"4790",4790,37,7,871.686638502705,"NA",2,72084.3904810126,-137.094951207162
"4793",4793,57,6,1051.95106007896,"EU",4,54249.6149366442,197.020953344145
"4795",4795,16,10,999.127855239677,"EU",3,80409.3347887583,-387.29939095598
"4798",4798,1,4,641.434782001933,"Asia",3,88233.8964485347,104.38481822796
"4800",4800,51,4,617.873899029118,"Asia",2,59364.4016638552,9.45518505819712
"4801",4801,10,6,1040.490826646,"Asia",2,14773.8226369964,233.264997909624
"4802",4802,53,4,432.017454627335,"Asia",3,49036.8121918039,-135.333150958469
"4803",4803,12,9,1172.40397250774,"Asia",3,98866.2787208331,-54.5523812775057
"4805",4805,77,4,645.836097992521,"Asia",3,23066.6912121812,-9.1367181070209
"4806",4806,48,12,1397.62564332412,"Asia",2,80912.9917944577,-264.247118910867
"4807",4807,96,12,1669.97463913707,"SA",4,15528.8909172043,91.15693389846
"4809",4809,54,5,472.277437519234,"EU",2,47054.7566873438,-206.464651059735
"4810",4810,38,8,1361.45260742644,"NA",1,35091.9947017059,460.996384098185
"4811",4811,10,7,683.098235045627,"NA",3,98469.6033458335,-289.242104497761
"4812",4812,68,10,1179.73561353045,"Asia",2,44194.2368757441,-216.250836919583
"4815",4815,35,7,1053.42170654407,"NA",1,60818.441431436,243.056931267005
"4817",4817,38,9,1147.7206077161,"NA",2,57865.8310595497,-107.86447752645
"4819",4819,79,6,599.999253758703,"Asia",4,61532.7238019574,-209.21710269365
"4822",4822,93,9,1167.97150222484,"Asia",2,49934.101832381,-114.602980017733
"4826",4826,29,6,792.423635657779,"Asia",2,12843.3296172128,13.6073781370193
"4827",4827,31,6,959.384744628527,"Asia",3,30125.7297389258,186.024541927955
"4828",4828,85,8,798.728905777869,"Asia",4,95061.3019539372,-256.737705204914
"4833",4833,30,5,434.224866969717,"EU",1,73608.0043084624,-34.9586025304814
"4835",4835,97,10,1594.54038587955,"SA",3,15400.17972251,200.796667009476
"4844",4844,53,4,682.740151932112,"Asia",3,97229.3937782699,108.447789066584
"4845",4845,10,7,1108.03196163339,"NA",2,77598.8054283326,156.300985331239
"4847",4847,46,11,1867.44866445302,"SA",2,18150.5734871628,356.995655067178
"4849",4849,48,12,1169.63893221726,"SA",4,75362.1266663396,-440.415428084877
"4850",4850,35,7,1045.44800388084,"EU",2,56786.0008998408,75.46861462174
"4851",4851,22,13,2236.8039381402,"Asia",2,96496.4348981702,485.238553816035
"4852",4852,3,5,848.236837347336,"EU",4,54026.9833839331,118.001373967498
"4853",4853,85,8,1138.16345095028,"EU",3,89219.6670421769,99.9881750958721
"4854",4854,79,5,848.690140296666,"Asia",2,1145.29459026642,148.830285110039
"4855",4855,1,4,658.202559577414,"Asia",3,14609.2681517908,62.3022291325876
"4856",4856,3,5,667.50621144089,"NA",3,57505.3266110667,2.55877343720817
"4857",4857,38,8,851.687250805718,"Asia",2,96357.7299205649,-186.520032304505
"4858",4858,91,9,1029.86021755509,"SA",3,27066.8814831104,-246.118365759281
"4859",4859,80,4,611.603000859306,"SA",2,33570.9307168345,36.2940122121298
"4860",4860,26,3,320.789163350937,"EU",3,50732.3850735237,-188.384534433479
"4861",4861,79,5,434.857119617071,"NA",4,13105.1394699414,-245.838296510564
"4862",4862,71,13,1545.12546999262,"SA",3,79243.4636235978,-140.230691300487
"4863",4863,31,5,674.5479818955,"Asia",3,23853.7590202424,-21.6962692380762
"4865",4865,14,9,962.904775833872,"SA",3,85618.3925832775,-318.627999467165
"4867",4867,5,6,895.36013216394,"EU",2,34786.6548946146,136.632283572853
"4869",4869,49,12,1216.52790839888,"Asia",4,46682.0075649284,-372.118432685169
"4870",4870,15,8,1129.69550769243,"Asia",2,20379.3755741164,-42.5253614460066
"4871",4871,55,6,577.15630708758,"NA",1,63144.8410736877,-29.7475971966551
"4872",4872,78,4,596.75214106407,"Asia",3,50075.6599812938,-42.0702473425249
"4873",4873,6,6,600.143120621925,"EU",4,12785.6614195118,-247.334613632053
"4875",4875,57,6,778.043424756571,"EU",1,18377.6680792852,73.1992609521631
"4877",4877,22,12,1911.81411441987,"Asia",2,94146.9598278471,328.63346353912
"4880",4880,92,10,1178.99267112378,"Asia",1,49418.8395924345,-18.2042418810368
"4884",4884,94,11,1636.64440627692,"EU",2,5771.32294911146,109.156050248282
"4885",4885,27,5,466.543588407519,"Asia",2,28287.7510269627,-235.448161482696
"4888",4888,22,13,1630.20418445084,"Asia",3,11716.3325385929,-148.45865156382
"4889",4889,21,12,1547.8995332622,"SA",2,49257.9625839042,-108.08084497051
"4892",4892,90,9,958.550226749948,"Asia",2,21663.9312757021,-246.494930504496
"4893",4893,30,5,487.11022119162,"SA",1,31668.8596315761,-59.412584839154
"4894",4894,28,5,559.441315484709,"NA",2,41375.9325862527,-152.703354336581
"4895",4895,30,7,1016.94628340675,"NA",2,26999.5169173884,93.1415805766209
"4897",4897,44,11,1277.6856730829,"NA",3,35370.6916154295,-197.398465950327
"4899",4899,82,6,562.996541569113,"SA",3,39382.073850346,-275.042675947551
"4900",4900,28,5,838.485359419755,"Asia",3,25207.3852438994,188.980718034363
"4903",4903,99,13,1071.72835469415,"SA",3,64263.7002206154,-621.668532636543
"4907",4907,42,10,840.395293637273,"EU",4,96217.733095052,-463.577188886114
"4908",4908,34,7,1048.79317448507,"Asia",3,16712.7937972066,83.9574687339413
"4909",4909,16,9,1363.71999042905,"Asia",3,1821.03053353541,194.047382570489
"4916",4916,64,9,971.080005898937,"SA",1,68142.8986032314,8.51212851816842
"4917",4917,100,3,609.901484668094,"Asia",3,12008.927742793,86.0772712878864
"4919",4919,14,9,858.394013458673,"Asia",4,83215.8780352939,-413.009330784648
"4920",4920,91,9,746.265643507366,"NA",2,33319.8850526295,-430.025193486297
"4921",4921,51,4,485.555518102234,"Asia",2,47526.9999612314,-67.295629299043
"4922",4922,18,9,1249.27345465079,"Asia",2,54607.8264918777,-8.62992299289976
"4923",4923,24,11,1370.68843167981,"Asia",2,26716.4278604756,-160.330605150411
"4924",4924,40,10,1471.17785697781,"Asia",1,82824.1175728999,341.759663494605
"4926",4926,26,3,580.31085254978,"Asia",2,16980.6516215375,72.0556061349394
"4927",4927,85,7,611.757911593026,"EU",3,38286.8925980385,-392.749282097057
"4930",4930,3,5,513.185345183923,"Asia",1,85547.3464896677,44.9859625422703
"4932",4932,98,12,1934.64140459537,"SA",1,45952.571773048,529.215195068534
"4933",4933,12,8,1126.03558582394,"EU",4,55454.2722025251,73.7111585773662
"4934",4934,60,8,1354.51355149951,"Asia",4,39386.0749816624,243.364356861703
"4935",4935,64,8,1028.5396728847,"Asia",2,72121.8032904805,-69.405934991204
"4936",4936,80,5,501.956875602867,"Asia",3,53509.2289962647,-226.771357684463
"4937",4937,97,12,1359.38425568625,"NA",2,78220.2539341708,-294.76179591386
